Posicion,Nombre,Rama,Disciplina,Especialidad,Citas,Indice h,Citas (ultimos 5 años),Indice h (ultimos 5 años),Perfil
1007,Borja Manuel Martinez Tellez,Ciencias de la Salud,Ciencias del Deporte,Educacion Fi­sica y Deportiva,47,4,47,4,https://scholar.google.com/citations?user=fWopukoAAAAJ&hl=es
1008,Roci­o Barrios Rodri­guez,Ciencias de la Salud,Odontologi­a,Estomatologi­a,47,5,47,5,https://scholar.google.com/citations?user=valkMzEAAAAJ&hl=es
1009,Bartolome Oliver Rodriguez,Ciencias Exactas y Naturales,Qui­mica,Qui­mica Anali­tica,47,3,47,3,https://scholar.google.com/citations?user=zbdcb3EAAAAJ&hl=es
1010,Angel Solano Garcia,Ciencias Sociales y Juri­dicas,Ciencias Economicas y Empresariales,Teori­a e Historia Economica,46,4,30,3,https://scholar.google.com/citations?user=36WMcsoAAAAJ&hl=es
1011,Aitor Cambeses Torres,Ciencias Exactas y Naturales,Ciencias de la Tierra,Mineralogi­a y Petrologi­a,46,4,45,4,https://scholar.google.com/citations?user=GQAQN4AAAAAJ&hl=es
1012,Enrique Gonzalez Marin,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Electronica y Tecnologi­a de Computadores,46,3,44,3,https://scholar.google.com/citations?user=NF6N4TUAAAAJ&hl=es
1013,Raul Gonzalez Ari©valo,Ciencias Humanas y Artes,Filosofi­a y Letras,Historia Medieval y Ciencias y Ti©cnicas Historiograficas,46,3,36,3,https://scholar.google.com/citations?user=WrgQS8gAAAAJ&hl=es
1014,Elena Blanca Marin De Espinosa Ceballos,Ciencias Sociales y Juri­dicas,Derecho,Derecho Penal,46,4,22,3,https://scholar.google.com/citations?user=Z4sFbJMAAAAJ&hl=es
1015,Juncal Gutierrez Artacho,Ciencias Humanas y Artes,Traduccion e Interpretacion,Traduccion e Interpretacion,45,4,42,4,https://scholar.google.com/citations?user=8subLdUAAAAJ&hl=es
1016,Ana Gallego Cuiñas,Ciencias Humanas y Artes,Filosofi­a y Letras,Literatura Española,45,4,31,4,https://scholar.google.com/citations?user=5mh6rzYAAAAJ&hl=es
1017,Guillermo Sanchez Delgado,Ciencias de la Salud,Ciencias del Deporte,Educacion Fi­sica y Deportiva,45,4,45,4,https://scholar.google.com/citations?user=gyuhKXwAAAAJ&hl=es
1018,Maria Carmen Castilla Vazquez,Ciencias Humanas y Artes,Filosofi­a y Letras,Antropologi­a Social,45,5,28,4,https://scholar.google.com/citations?user=XbdczMYAAAAJ&hl=es
1019,Miguel Ballesteros Jimenez,Ciencias Biologicas,Biologi­a,Botanica,44,4,44,4,https://scholar.google.com/citations?user=1tIAhHEAAAAJ&hl=es
1020,Celia Del Moral Molina,Ciencias Humanas y Artes,Filosofi­a y Letras,Estudios Semi­ticos,44,3,9,2,https://scholar.google.com/citations?user=6bEl75oAAAAJ&hl=es
1021,Francisco Rios Ruiz,Ciencias Exactas y Naturales,Qui­mica,Ingenieri­a Qui­mica,44,4,44,4,https://scholar.google.com/citations?user=R-Bq86UAAAAJ&hl=es
1022,Francisco Javier Manzano Moreno,Ciencias de la Salud,Odontologi­a,Estomatologi­a,44,4,42,4,https://scholar.google.com/citations?user=xzv3a68AAAAJ&hl=es
1023,Oscar Salguero Montaño,Ciencias Humanas y Artes,Filosofi­a y Letras,Antropologi­a Social,43,4,34,3,https://scholar.google.com/citations?user=JYoHU4YAAAAJ&hl=es
1024,Virginia Salavert Andres,Ciencias Biologicas,Biologi­a,Zoologi­a,43,3,34,3,https://scholar.google.com/citations?user=sCdMdjMAAAAJ&hl=es
1025,Elvira Camara Aguilera,Ciencias Humanas y Artes,Traduccion e Interpretacion,Traduccion e Interpretacion,43,2,26,2,https://scholar.google.com/citations?user=TxgE6DgAAAAJ&hl=es
1026,M Angeles Cuadrado Ruiz,Ciencias Sociales y Juri­dicas,Derecho,Derecho Penal,42,5,36,4,https://scholar.google.com/citations?user=6dlyrD4AAAAJ&hl=es
1027,David Garcia Cueto,Ciencias Humanas y Artes,Filosofi­a y Letras,Historia del Arte,41,3,24,3,https://scholar.google.com/citations?user=_n4tyjsAAAAJ&hl=es
1028,Milena Rodriguez Gutierrez,Ciencias Humanas y Artes,Filosofi­a y Letras,Literatura Española,41,3,31,3,https://scholar.google.com/citations?user=a4EaGwMAAAAJ&hl=es
1029,Ana Alcazar Campos,Ciencias Sociales y Juri­dicas,Trabajo Social,Trabajo Social y Servicios Sociales,41,4,37,3,https://scholar.google.com/citations?user=a-6nUW4AAAAJ&hl=es
1030,Antonio Segura Serrano,Ciencias Sociales y Juri­dicas,Derecho,Derecho Internacional Publico y Relaciones Internacionales,41,5,21,3,https://scholar.google.com/citations?user=fZscEzwAAAAJ&hl=es
1031,Ignacio Valverde Palacios,Ingenieri­a y Tecnologi­a,Ingenieri­a de Edificacion,Construcciones Arquitectonicas,40,4,38,4,https://scholar.google.com/citations?user=BWObrKwAAAAJ&hl=es
1032,Ángela Alameda Hernandez,Ciencias Humanas y Artes,Filosofi­a y Letras,Filologi­as Inglesa y Alemana,40,5,27,4,https://scholar.google.com/citations?user=O5mjXyQAAAAJ&hl=es
1033,Cora Beatriz Perez Ariza,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Ciencias de la Computacion e Inteligencia Artificial,40,4,39,4,https://scholar.google.com/citations?user=OVb4ewEAAAAJ&hl=es
1034,Raul Ruiz Cecilia,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Didactica de la Lengua y la Literatura,40,4,36,4,https://scholar.google.com/citations?user=o-WVA30AAAAJ&hl=es
1035,Maryem Torres Quesada,Ciencias de la Salud,Psicologi­a - Salud,Psicologi­a Experimental,40,3,40,3,https://scholar.google.com/citations?user=VpBqNsgAAAAJ&hl=es
1036,Maria Teresa Diaz Mohedo,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Didactica de la Expresion Musical Plastica y Corporal,40,4,33,3,https://scholar.google.com/citations?user=vSmK61UAAAAJ&hl=es
1037,Keshvad Shahrivar,Ciencias Exactas y Naturales,Fi­sica,Fi­sica Aplicada,40,4,40,4,https://scholar.google.com/citations?user=x0Ua53EAAAAJ&hl=es
1038,Alejandro Cesar Martinez Baena,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Didactica de la Expresion Musical Plastica y Corporal,39,4,38,4,https://scholar.google.com/citations?user=3HKZaF0AAAAJ&hl=es
1039,Beatriz Cortina Perez,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Didactica de la Lengua y la Literatura,39,4,32,3,https://scholar.google.com/citations?user=cVAhvysAAAAJ&hl=es
1040,Jorge Aguilera Hidalgo,Ciencias Exactas y Naturales,Fi­sica,Electromagnetismo y Fi­sica de la Materia,39,2,38,2,https://scholar.google.com/citations?user=jZloKI0AAAAJ&hl=es
1041,Leovigildo Sanchez Casado,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,"Teori­a de la Señal, Telematica y Comunicaciones",39,4,35,4,https://scholar.google.com/citations?user=igR9Y4sAAAAJ&hl=es
1042,Lucia Porcu,Ciencias Sociales y Juri­dicas,Ciencias Economicas y Empresariales,Comercializacion e Investigacion de Mercados,39,3,39,3,https://scholar.google.com/citations?user=NUzUUHYAAAAJ&hl=es
1043,Jose Rafael Lopez Arcos,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Lenguajes y Sistemas Informaticos,39,3,39,3,https://scholar.google.com/citations?user=Tb3fbScAAAAJ&hl=es
1044,Manuel Hernandez Peinado,Ciencias Sociales y Juri­dicas,Ciencias Economicas y Empresariales,Economi­a Internacional y de España,39,3,31,3,https://scholar.google.com/citations?user=uexyCkUAAAAJ&hl=es
1045,Vicente Sabido Rivero,Ciencias Exactas y Naturales,Matematicas,Matematica Aplicada,39,3,11,2,https://scholar.google.com/citations?user=yiIBJoEAAAAJ&hl=es
1046,Elio Higinio Cables Pi©rez,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Ciencias de la Computacion e Inteligencia Artificial,38,3,37,3,https://scholar.google.com/citations?user=_T8_39QAAAAJ&hl=es
1047,Maykel Hernandez Mesa,Ciencias Exactas y Naturales,Qui­mica,Qui­mica Anali­tica,38,4,37,4,https://scholar.google.com/citations?user=dWw4-fsAAAAJ&hl=es
1048,Josi© Antonio Fernandez Salinas,Ciencias Sociales y Juri­dicas,Ciencias Economicas y Empresariales,Economi­a Internacional y de España,37,3,37,3,https://scholar.google.com/citations?user=-8HB3tMAAAAJ&hl=es
1049,Mario Pulido Moran,Ciencias de la Salud,Farmacia,Bioqui­mica y Biologi­a Molecular - Farmacia,37,3,37,3,https://scholar.google.com/citations?user=0iAk-w4AAAAJ&hl=es
1050,Manuel Castilla Cubillas,Ciencias Sociales y Juri­dicas,Derecho,Derecho Mercantil y Derecho Romano,37,4,28,4,https://scholar.google.com/citations?user=45tzaIQAAAAJ&hl=es
1051,Patricia Esquinas Valverde,Ciencias Sociales y Juri­dicas,Derecho,Derecho Penal,37,3,21,3,https://scholar.google.com/citations?user=k19PKRIAAAAJ&hl=es
1052,David Ruiz Torres,Ciencias Humanas y Artes,Filosofi­a y Letras,Historia del Arte,37,3,37,3,https://scholar.google.com/citations?user=9a88r5oAAAAJ&hl=es
1053,Virginia Dominguez Garcia,Ciencias Exactas y Naturales,Fi­sica,Electromagnetismo y Fi­sica de la Materia,37,3,37,3,https://scholar.google.com/citations?user=N1m85rAAAAAJ&hl=es
1054,Miguel Angel Fernandez Rodriguez,Ciencias Exactas y Naturales,Fi­sica,Fi­sica Aplicada,37,3,36,3,https://scholar.google.com/citations?user=tyhBrxsAAAAJ&hl=es
1055,Aurora Garcia Vitoria,Ciencias Sociales y Juri­dicas,Derecho,Derecho Penal,36,3,14,2,https://scholar.google.com/citations?user=2btcLWcAAAAJ&hl=es
1056,Juan Carlos Maroto Martos,Ciencias Humanas y Artes,Filosofi­a y Letras,Geografi­a Humana,36,4,20,3,https://scholar.google.com/citations?user=79OC-HcAAAAJ&hl=es
1057,Nieves Abalos Serrano,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Lenguajes y Sistemas Informaticos,36,3,36,3,https://scholar.google.com/citations?user=LSO_sZIAAAAJ&hl=es
1058,Helena Chacon Lopez,Ciencias Sociales y Juri­dicas,Psicologi­a - Sociales,Psicologi­a Evolutiva y de la Educacion,36,4,32,4,https://scholar.google.com/citations?user=SwJFGFIAAAAJ&hl=es
1059,Esther Bailon Garcia,Ciencias Exactas y Naturales,Qui­mica,Qui­mica Organica,36,4,36,4,https://scholar.google.com/citations?user=zWmw8ZcAAAAJ&hl=es
1060,Encarnacion Ruiz Callejon,Ciencias Humanas y Artes,Filosofi­a y Letras,"Filosofi­a Ciencia, Moral, Esti©tica y Teori­a Artes",35,4,30,3,https://scholar.google.com/citations?user=dZfXwd8AAAAJ&hl=es
1061,Maria Pilar Ibarrondo Davila,Ciencias Sociales y Juri­dicas,Ciencias Economicas y Empresariales,Economi­a Financiera y Contabilidad,35,4,29,3,https://scholar.google.com/citations?user=jGDfDuMAAAAJ&hl=es
1062,Francisco Javier Ruiz Ojeda,Ciencias de la Salud,Farmacia,Bioqui­mica y Biologi­a Molecular - Farmacia,35,3,34,3,https://scholar.google.com/citations?user=n8w21FMAAAAJ&hl=es
1063,Saturnina Henares Ladron De Guevara,Ciencias Exactas y Naturales,Ciencias de la Tierra,Estratigrafi­a y Paleontologi­a,35,4,34,4,https://scholar.google.com/citations?user=ND6qp1wAAAAJ&hl=es
1064,Jorge Castro Gallardo,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Ciencias de la Computacion e Inteligencia Artificial,35,3,35,3,https://scholar.google.com/citations?user=us3V0pcAAAAJ&hl=es
1065,Ana Belen Pelegrina Ortiz,Ciencias Humanas y Artes,Traduccion e Interpretacion,Traduccion e Interpretacion,34,4,34,4,https://scholar.google.com/citations?user=dlBRUeoAAAAJ&hl=es
1066,Juan Manuel Barrios Rozua,Ingenieri­a y Tecnologi­a,Ingenieri­a de Edificacion,Construcciones Arquitectonicas,34,3,21,2,https://scholar.google.com/citations?user=ev_HRKwAAAAJ&hl=es
1067,Henry Aray Casanova,Ciencias Sociales y Juri­dicas,Ciencias Economicas y Empresariales,Teori­a e Historia Economica,34,3,27,2,https://scholar.google.com/citations?user=JBKuaG4AAAAJ&hl=es
1068,Alejandro Diaz Moreno,Ciencias Exactas y Naturales,Fi­sica,Fi­sica Teorica y del Cosmos,34,2,34,2,https://scholar.google.com/citations?user=ij_SXXIAAAAJ&hl=es
1069,Olga Ocon Hernandez,Ciencias de la Salud,Medicina,Obstetricia y Ginecologi­a,34,3,34,3,https://scholar.google.com/citations?user=iKlVV9sAAAAJ&hl=es
1070,Lourdes Sanchez Marti­n,Ciencias Sociales y Juri­dicas,Comunicacion y Documentacion,Informacion y Comunicacion,34,4,34,4,https://scholar.google.com/citations?user=iQTsO1cAAAAJ&hl=es
1071,Manuel Sanchez Castillo,Ciencias Exactas y Naturales,Qui­mica,Qui­mica Inorganica,34,2,34,2,https://scholar.google.com/citations?user=qulgu8EAAAAJ&hl=es
1072,Nuria Rico Castro,Ciencias Exactas y Naturales,Matematicas,Estadi­stica e Investigacion Operativa,34,4,25,3,https://scholar.google.com/citations?user=Vusi9w8AAAAJ&hl=es
1073,Irene Torres Sanchez,Ciencias de la Salud,Ciencias de la Salud,Fisioterapia,33,3,32,3,https://scholar.google.com/citations?user=H1EZCooAAAAJ&hl=es
1074,Francisco Jose Torres Espinola,Ciencias de la Salud,Medicina,Pediatri­a,33,2,33,2,https://scholar.google.com/citations?user=bJuksDgAAAAJ&hl=es
1075,Victor Martin Gomez,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Ciencias de la Computacion e Inteligencia Artificial,33,4,28,3,https://scholar.google.com/citations?user=rQAxV8gAAAAJ&hl=es
1076,Isabel Roman Marti­nez,Ciencias Sociales y Juri­dicas,Ciencias Economicas y Empresariales,Economi­a Financiera y Contabilidad,33,2,23,1,https://scholar.google.com/citations?user=Ykr_D6QAAAAJ&hl=es
1077,Francisco Javier Huertas Delgado,Ciencias de la Salud,Ciencias del Deporte,Educacion Fi­sica y Deportiva,32,2,32,2,https://scholar.google.com/citations?user=FicXOXIAAAAJ&hl=es
1078,Cristina Lachat Leal,Ciencias Humanas y Artes,Traduccion e Interpretacion,Traduccion e Interpretacion,32,4,22,2,https://scholar.google.com/citations?user=jU8oKGMAAAAJ&hl=es
1079,Antonio Manjon-Cabeza Cruz,Ciencias Humanas y Artes,Filosofi­a y Letras,Lengua Española,32,3,11,3,https://scholar.google.com/citations?user=8yjWtI0AAAAJ&hl=es
1080,M. Jose Jimenez Diaz,Ciencias Sociales y Juri­dicas,Derecho,Derecho Penal,32,3,24,3,https://scholar.google.com/citations?user=nHUPmwwAAAAJ&hl=es
1081,Antonio Luque Casado,Ciencias de la Salud,Psicologi­a - Salud,Psicologi­a Experimental,32,2,32,2,https://scholar.google.com/citations?user=SzETpacAAAAJ&hl=es
1082,Luis Enrique Pedagua Sanchez,Ciencias Sociales y Juri­dicas,Ciencias Economicas y Empresariales,Teori­a e Historia Economica,32,4,15,2,https://scholar.google.com/citations?user=Ww4zcpUAAAAJ&hl=es
1083,Raquel Ojeda Garcia,Ciencias Sociales y Juri­dicas,Ciencias Poli­ticas y Sociologi­a,Ciencia Poli­tica y de la Administracion,31,3,17,2,https://scholar.google.com/citations?user=aLrXCJgAAAAJ&hl=es
1084,Javier Garcia Marin,Ciencias Sociales y Juri­dicas,Ciencias Poli­ticas y Sociologi­a,Ciencia Poli­tica y de la Administracion,31,4,29,4,https://scholar.google.com/citations?user=jaAAGAkAAAAJ&hl=es
1085,Jose Rafael Mora Gonzalez,Ciencias de la Salud,Ciencias del Deporte,Educacion Fi­sica y Deportiva,31,3,31,3,https://scholar.google.com/citations?user=JU1r9SwAAAAJ&hl=es
1086,Javier Courel Ibañez,Ciencias de la Salud,Ciencias del Deporte,Educacion Fi­sica y Deportiva,31,4,31,4,https://scholar.google.com/citations?user=R8S3-yIAAAAJ&hl=es
1087,Patricia Garcia Salas,Ciencias Humanas y Artes,Filosofi­a y Letras,Filologi­as Inglesa y Alemana,31,3,22,2,https://scholar.google.com/citations?user=TeRHNZUAAAAJ&hl=es
1088,Maria Tomi© Fernandez,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Mi©todos de Investigacion y Diagnostico en Educacion,30,3,30,3,https://scholar.google.com/citations?user=0pGdHlkAAAAJ&hl=es
1089,Maria Belen Morata Garcia De La Puerta,Ciencias Sociales y Juri­dicas,Trabajo Social,Trabajo Social y Servicios Sociales,30,3,19,2,https://scholar.google.com/citations?user=1XvvqvAAAAAJ&hl=es
1090,Juan Manuel De La Fuente Alvarez,Ciencias de la Salud,Psicologi­a - Salud,Psicologi­a Experimental,30,4,30,4,https://scholar.google.com/citations?user=2zXJe3QAAAAJ&hl=es
1091,Ruben Talavera Garcia,Ciencias Humanas y Artes,Arquitectura,Urbani­stica y Ordenacion del Territorio,30,3,30,3,https://scholar.google.com/citations?user=3QOiyqUAAAAJ&hl=es
1092,Mari­a Josi© Fernandez Pavi©s,Ciencias Sociales y Juri­dicas,Derecho,Derecho Financiero y Tributario,30,3,14,2,https://scholar.google.com/citations?user=Lvtmn_UAAAAJ&hl=es
1093,Julio Miguel Roman Punzon,Ciencias Humanas y Artes,Filosofi­a y Letras,Prehistoria y Arqueologi­a,30,3,20,3,https://scholar.google.com/citations?user=rno_T-QAAAAJ&hl=es
1094,Francisco Javier Gomez Perez,Ciencias Sociales y Juri­dicas,Comunicacion y Documentacion,Informacion y Comunicacion,29,3,23,3,https://scholar.google.com/citations?user=803n4EcAAAAJ&hl=es
1095,Maria Dolores Alvarez Rodriguez,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Didactica de la Expresion Musical Plastica y Corporal,29,4,24,3,https://scholar.google.com/citations?user=cOPXoI8AAAAJ&hl=es
1096,M Del Carmen Garcia Garnica,Ciencias Sociales y Juri­dicas,Derecho,Derecho Civil,29,3,18,3,https://scholar.google.com/citations?user=ePJ5eWMAAAAJ&hl=es
1097,Sandra Lopez Lazaro,Ciencias de la Salud,Medicina,"Medicina Legal, Toxicologi­a y Antropologi­a Fi­sica",29,3,29,3,https://scholar.google.com/citations?user=o0RjAIMAAAAJ&hl=es
1098,Justa Gomez Navajas,Ciencias Sociales y Juri­dicas,Derecho,Derecho Penal,29,3,17,3,https://scholar.google.com/citations?user=W4TLdTkAAAAJ&hl=es
1099,Juan Lopez Martinez,Ciencias Sociales y Juri­dicas,Derecho,Derecho Financiero y Tributario,29,3,14,2,https://scholar.google.com/citations?user=zijaRBUAAAAJ&hl=es
1100,Virginia Ana Martinez Ruiz,Ciencias de la Salud,Medicina,Medicina Preventiva y Salud Publica,28,3,28,3,https://scholar.google.com/citations?user=-1EmvS4AAAAJ&hl=es
1101,Masao Javier Lopez Sako,Ciencias Sociales y Juri­dicas,Derecho,Derecho Administrativo,28,3,22,2,https://scholar.google.com/citations?user=63Ew0cMAAAAJ&hl=es
1102,Francisco Javier Suso Lopez,Ciencias Humanas y Artes,Filosofi­a y Letras,Filologi­a Francesa,28,3,22,3,https://scholar.google.com/citations?user=F9vLT44AAAAJ&hl=es
1103,Benjamin Alarcon Heredia,Ciencias Exactas y Naturales,Matematicas,Algebra,28,3,27,3,https://scholar.google.com/citations?user=GH6xc1wAAAAJ&hl=es
1104,Maria Del Puerto Lopez Del Amo Lopez Del Amo,Ciencias Sociales y Juri­dicas,Ciencias Economicas y Empresariales,Economi­a Aplicada,28,4,22,3,https://scholar.google.com/citations?user=9obpAbkAAAAJ&hl=es
1105,Daniel Guerrero Ramos,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Didactica y Organizacion Escolar,28,4,27,4,https://scholar.google.com/citations?user=t51ptUQAAAAJ&hl=es
1106,Maria Del Pilar Villar Argaiz,Ciencias Humanas y Artes,Filosofi­a y Letras,Filologi­as Inglesa y Alemana,27,4,21,4,https://scholar.google.com/citations?user=7S1eMmkAAAAJ&hl=es
1107,Yolanda Aragon Carretero,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Didactica y Organizacion Escolar,27,1,27,1,https://scholar.google.com/citations?user=mHn5VaYAAAAJ&hl=es
1108,Maria Bermudez Martinez,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Didactica de la Lengua y la Literatura,27,3,13,2,https://scholar.google.com/citations?user=9RoyVQYAAAAJ&hl=es
1109,Ismael Ramon Sanchez Borrego,Ciencias Exactas y Naturales,Matematicas,Estadi­stica e Investigacion Operativa,27,3,13,3,https://scholar.google.com/citations?user=9SiEoSsAAAAJ&hl=es
1110,Roci­o Morales Medina,Ciencias Exactas y Naturales,Qui­mica,Ingenieri­a Qui­mica,27,3,27,3,https://scholar.google.com/citations?user=LdGcm9EAAAAJ&hl=es
1111,Jose Manuel Garcia Moreno,Ciencias Sociales y Juri­dicas,Ciencias Poli­ticas y Sociologi­a,Sociologi­a,27,3,17,3,https://scholar.google.com/citations?user=q_CZDlcAAAAJ&hl=es
1112,Nassima Talhaoui,Ciencias Exactas y Naturales,Qui­mica,Qui­mica Anali­tica,27,3,27,3,https://scholar.google.com/citations?user=wf25feEAAAAJ&hl=es
1113,Antonio Marin Ruiz,Ciencias Sociales y Juri­dicas,Comunicacion y Documentacion,Informacion y Comunicacion,27,3,25,3,https://scholar.google.com/citations?user=xe83yj4AAAAJ&hl=es
1114,Rafael Jesus Olivares Castillo,Ciencias Sociales y Juri­dicas,Comunicacion y Documentacion,Informacion y Comunicacion,26,2,5,1,https://scholar.google.com/citations?user=8gvtuw4AAAAJ&hl=es
1115,Raquel Martinez Chicon,Ciencias Humanas y Artes,Filosofi­a y Letras,Antropologi­a Social,26,3,9,2,https://scholar.google.com/citations?user=0hb3_boAAAAJ&hl=es
1116,Fernando Garcia Quero,Ciencias Sociales y Juri­dicas,Ciencias Economicas y Empresariales,Economi­a Aplicada,26,3,26,3,https://scholar.google.com/citations?user=OCFgKP0AAAAJ&hl=es
1117,Manuel Fernandez Alcantara,Ciencias de la Salud,Psicologi­a - Salud,"Personalidad, Evaluacion y Tratamiento Psicologico",26,3,26,3,https://scholar.google.com/citations?user=T3zwx2QAAAAJ&hl=es
1118,Myriam Martinez Fiestas,Ciencias Sociales y Juri­dicas,Ciencias Economicas y Empresariales,Comercializacion e Investigacion de Mercados,26,3,23,3,https://scholar.google.com/citations?user=X-8W3mcAAAAJ&hl=es
1119,Alejandro Lopez Ruiz,Ingenieri­a y Tecnologi­a,"Ingenieri­a de Caminos, Canales y Puertos",Mecanica de Estructuras e Ingenieri­a Hidraulica,26,3,26,3,https://scholar.google.com/citations?user=XwVwvS4AAAAJ&hl=es
1120,Jose Manuel De La Torre Ruiz,Ciencias Sociales y Juri­dicas,Ciencias Economicas y Empresariales,Organizacion de Empresas,26,4,26,4,https://scholar.google.com/citations?user=zNPL97YAAAAJ&hl=es
1121,Jorge Molina Lopez,Ciencias de la Salud,Ciencias del Deporte,Educacion Fi­sica y Deportiva,26,3,26,3,https://scholar.google.com/citations?user=Zr6k2EmsOvIC&hl=es
1122,Francisco Soler Martinez,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Lenguajes y Sistemas Informaticos,25,3,15,2,https://scholar.google.com/citations?user=cdqRyZkAAAAJ&hl=es
1123,Mari­a Clavero Gilabert,Ingenieri­a y Tecnologi­a,"Ingenieri­a de Caminos, Canales y Puertos",Mecanica de Estructuras e Ingenieri­a Hidraulica,25,3,21,3,https://scholar.google.com/citations?user=I04rFXwAAAAJ&hl=es
1124,Marta Gil Najera,Ciencias de la Salud,Psicologi­a - Salud,Psicologi­a Experimental,25,3,17,3,https://scholar.google.com/citations?user=Mz4UqJUAAAAJ&hl=es
1125,Javier Irurita Olivares,Ciencias de la Salud,Medicina,"Medicina Legal, Toxicologi­a y Antropologi­a Fi­sica",25,3,25,3,https://scholar.google.com/citations?user=SJvGmXMAAAAJ&hl=es
1126,Benami Barros Garcia,Ciencias Humanas y Artes,Filosofi­a y Letras,Filologi­a Griega y Filologi­a Eslava,25,3,23,3,https://scholar.google.com/citations?user=u45X124AAAAJ&hl=es
1127,Miguel Moreno Muñoz,Ciencias Humanas y Artes,Filosofi­a y Letras,Filosofi­a,25,3,12,2,https://scholar.google.com/citations?user=W1u8IYAAAAAJ&hl=es
1128,Fernando Martinez Marti,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Electronica y Tecnologi­a de Computadores,24,2,24,2,https://scholar.google.com/citations?user=Ema_60UAAAAJ&hl=es
1129,Francisco Jose Sanchez Garcia,Ciencias Humanas y Artes,Filosofi­a y Letras,Lengua Española,24,4,22,3,https://scholar.google.com/citations?user=bnr19sYAAAAJ&hl=es
1130,Gonzalo Milla Millan,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Ciencias de la Computacion e Inteligencia Artificial,24,3,24,3,https://scholar.google.com/citations?user=OU8iEBcAAAAJ&hl=es
1131,Sara Mata Sierra,Ciencias de la Salud,Psicologi­a - Salud,"Personalidad, Evaluacion y Tratamiento Psicologico",23,3,22,3,https://scholar.google.com/citations?user=BzIv_sUAAAAJ&hl=es
1132,Pooyan Ayar,Ingenieri­a y Tecnologi­a,"Ingenieri­a de Caminos, Canales y Puertos",Ingenieri­a de la Construccion y Proyectos de Ingenieri­a,23,2,23,2,https://scholar.google.com/citations?user=H08gZE8AAAAJ&hl=es
1133,Elena Del Pilar Jimenez Perez,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Didactica de la Lengua y la Literatura,23,3,20,3,https://scholar.google.com/citations?user=juAVAHoAAAAJ&hl=es
1134,Jose Aureliano Martin Segura,Ciencias Sociales y Juri­dicas,Ciencias Economicas y Empresariales,Organizacion de Empresas,23,2,23,2,https://scholar.google.com/citations?user=8X37itoAAAAJ&hl=es
1135,Janire Prudencio Soñora,Ciencias Exactas y Naturales,Ciencias de la Tierra,Geodinamica,23,4,23,4,https://scholar.google.com/citations?user=y-08dA0AAAAJ&hl=es
1136,Joaquin Lopez Gonzalez,Ciencias Humanas y Artes,Filosofi­a y Letras,Historia y Ciencias de la Musica,22,2,17,2,https://scholar.google.com/citations?user=2crja64AAAAJ&hl=es
1137,Juan Jesus Martos Garcia,Ciencias Sociales y Juri­dicas,Derecho,Derecho Financiero y Tributario,22,2,17,2,https://scholar.google.com/citations?user=3y2UjtMAAAAJ&hl=es
1138,Mauricio Damian Aguilera Linde,Ciencias Humanas y Artes,Filosofi­a y Letras,Filologi­as Inglesa y Alemana,22,3,9,2,https://scholar.google.com/citations?user=BXMgo30AAAAJ&hl=es
1139,Jose Fernandez Echeverria,Ciencias Humanas y Artes,Filosofi­a y Letras,Antropologi­a Social,22,2,20,2,https://scholar.google.com/citations?user=IUI9R-AAAAAJ&hl=es
1140,Pedro David Chacon Gordillo,Ciencias Humanas y Artes,Arquitectura,Expresion Grafica Arquitectonica y en la Ingenieri­a,22,3,22,3,https://scholar.google.com/citations?user=ie648QwAAAAJ&hl=es
1141,Antonio Gomez Martin,Ciencias de la Salud,Medicina,"Medicina Legal, Toxicologi­a y Antropologi­a Fi­sica",22,4,22,4,https://scholar.google.com/citations?user=sqf_qlsAAAAJ&hl=es
1142,Eduardo Vicente Lopez,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Ciencias de la Computacion e Inteligencia Artificial,22,4,22,4,https://scholar.google.com/citations?user=T9ACciAAAAAJ&hl=es
